strategy,wins,losses,draws
"[[10.0, 13.0, 10.0], [10.0, 13.0, 10.0], [10.0, 14.0, 10.0]]",1995,3171,182
"[[12.0, 10.0, 12.0], [11.0, 11.0, 11.0], [10.0, 13.0, 10.0]]",1992,2968,388
"[[11.0, 11.0, 11.0], [10.0, 10.0, 11.0], [11.0, 11.0, 14.0]]",1992,3222,134
"[[0.0, 36.0, 23.0], [15.0, 10.0, 7.0], [5.0, 3.0, 1.0]]",1987,2675,686
"[[25.0, 25.0, 25.0], [12.0, 12.0, 1.0], [0.0, 0.0, 0.0]]",1987,2522,839
"[[10.0, 11.0, 12.0], [13.0, 14.0, 15.0], [8.0, 8.0, 9.0]]",1985,2598,765
"[[11.0, 10.0, 11.0], [10.0, 11.0, 10.0], [10.0, 11.0, 16.0]]",1985,3159,204
"[[10.0, 8.0, 10.0], [14.0, 14.0, 14.0], [10.0, 10.0, 10.0]]",1984,3132,232
"[[20.0, 50.0, 20.0], [1.0, 1.0, 1.0], [2.0, 2.0, 3.0]]",1984,2972,392
"[[23.0, 1.0, 1.0], [5.0, 1.0, 4.0], [5.0, 56.0, 4.0]]",1983,3052,313
"[[11.0, 10.0, 11.0], [10.0, 11.0, 10.0], [11.0, 11.0, 15.0]]",1982,3211,155
"[[15.0, 8.0, 10.0], [20.0, 9.0, 10.0], [9.0, 9.0, 10.0]]",1982,2574,792
"[[1.0, 1.0, 6.0], [7.0, 7.0, 7.0], [1.0, 35.0, 35.0]]",1982,3088,278
"[[10.0, 10.0, 20.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1981,2451,916
"[[10.0, 10.0, 20.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1981,2451,916
"[[10.0, 10.0, 20.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1981,2451,916
"[[10.0, 10.0, 20.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1981,2451,916
"[[10.0, 10.0, 20.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1981,2451,916
"[[11.0, 10.0, 9.0], [10.0, 12.0, 6.0], [14.0, 13.0, 15.0]]",1980,2796,572
"[[8.0, 8.0, 8.0], [8.0, 15.0, 8.0], [15.0, 15.0, 15.0]]",1980,3165,203
"[[10.0, 10.0, 10.0], [10.0, 0.0, 10.0], [10.0, 10.0, 25.0]]",1979,2936,433
"[[1.0, 4.0, 6.0], [9.0, 11.0, 14.0], [16.0, 20.0, 19.0]]",1979,2064,1305
"[[9.0, 9.0, 9.0], [5.0, 15.0, 15.0], [8.0, 15.0, 15.0]]",1977,3162,209
"[[11.0, 10.0, 11.0], [10.0, 11.0, 10.0], [11.0, 15.0, 11.0]]",1977,3212,159
"[[8.0, 8.0, 8.0], [8.0, 8.0, 15.0], [15.0, 15.0, 15.0]]",1977,3182,189
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [13.0, 13.0, 14.0]]",1976,3226,146
"[[25.0, 24.0, 23.0], [22.0, 6.0, 0.0], [0.0, 0.0, 0.0]]",1975,2867,506
"[[10.0, 20.0, 10.0], [0.0, 20.0, 0.0], [10.0, 20.0, 10.0]]",1975,2304,1069
"[[22.0, 0.0, 4.0], [3.0, 43.0, 8.0], [1.0, 14.0, 5.0]]",1974,2726,648
"[[18.0, 7.0, 18.0], [7.0, 0.0, 7.0], [18.0, 7.0, 18.0]]",1974,3071,303
"[[1.0, 9.0, 9.0], [19.0, 19.0, 9.0], [19.0, 14.0, 1.0]]",1974,2922,452
"[[9.0, 14.0, 9.0], [14.0, 9.0, 14.0], [9.0, 14.0, 8.0]]",1973,3248,127
"[[10.0, 11.0, 10.0], [14.0, 10.0, 7.0], [15.0, 10.0, 13.0]]",1973,3128,247
"[[60.0, 5.0, 5.0], [5.0, 5.0, 5.0], [5.0, 5.0, 5.0]]",1970,3277,101
"[[0.0, 24.0, 1.0], [24.0, 3.0, 24.0], [0.0, 24.0, 0.0]]",1970,2668,710
"[[16.0, 11.0, 12.0], [10.0, 10.0, 10.0], [11.0, 10.0, 10.0]]",1965,3157,226
"[[10.0, 12.0, 10.0], [10.0, 12.0, 10.0], [10.0, 12.0, 14.0]]",1963,3108,277
"[[16.0, 0.0, 16.0], [0.0, 21.0, 0.0], [16.0, 0.0, 17.0]]",1962,2970,416
"[[10.0, 5.0, 10.0], [10.0, 35.0, 0.0], [10.0, 5.0, 10.0]]",1961,2761,626
"[[20.0, 10.0, 20.0], [0.0, 0.0, 0.0], [20.0, 10.0, 20.0]]",1958,2323,1067
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [19.0, 11.0, 10.0]]",1958,3079,311
"[[15.0, 15.0, 15.0], [10.0, 10.0, 10.0], [10.0, 10.0, 5.0]]",1958,3006,384
"[[8.0, 13.0, 14.0], [11.0, 9.0, 10.0], [15.0, 12.0, 8.0]]",1957,2629,762
"[[16.0, 8.0, 10.0], [8.0, 16.0, 8.0], [10.0, 8.0, 16.0]]",1957,3057,334
"[[13.0, 12.0, 11.0], [10.0, 11.0, 10.0], [10.0, 11.0, 12.0]]",1957,3081,310
"[[13.0, 15.0, 15.0], [10.0, 11.0, 12.0], [10.0, 10.0, 4.0]]",1956,2741,651
"[[7.0, 7.0, 7.0], [17.0, 17.0, 17.0], [8.0, 20.0, 0.0]]",1954,2760,634
"[[10.0, 10.0, 10.0], [15.0, 15.0, 10.0], [10.0, 10.0, 10.0]]",1951,3119,278
"[[11.0, 12.0, 13.0], [10.0, 10.0, 10.0], [10.0, 10.0, 14.0]]",1948,3200,200
"[[0.0, 15.0, 0.0], [15.0, 40.0, 15.0], [0.0, 15.0, 0.0]]",1948,3064,336
"[[10.0, 10.0, 10.0], [10.0, 15.0, 15.0], [10.0, 10.0, 10.0]]",1944,3116,288
"[[10.0, 10.0, 10.0], [10.0, 15.0, 15.0], [10.0, 10.0, 10.0]]",1944,3116,288
"[[10.0, 10.0, 10.0], [10.0, 15.0, 15.0], [10.0, 10.0, 10.0]]",1944,3116,288
"[[0.0, 25.0, 0.0], [25.0, 0.0, 20.0], [5.0, 25.0, 0.0]]",1943,2631,774
"[[15.0, 8.0, 15.0], [8.0, 8.0, 8.0], [15.0, 8.0, 15.0]]",1943,3189,216
"[[1.0, 12.0, 16.0], [10.0, 10.0, 10.0], [16.0, 15.0, 10.0]]",1942,2900,506
"[[10.0, 20.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1940,2610,798
"[[10.0, 20.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1940,2610,798
"[[10.0, 20.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1940,2610,798
"[[10.0, 20.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1940,2610,798
"[[10.0, 20.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1940,2610,798
"[[10.0, 20.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1940,2610,798
"[[25.0, 25.0, 25.0], [0.0, 0.0, 0.0], [0.0, 15.0, 10.0]]",1939,2494,915
"[[2.0, 2.0, 2.0], [2.0, 84.0, 2.0], [2.0, 2.0, 2.0]]",1938,3315,95
"[[2.0, 2.0, 2.0], [2.0, 84.0, 2.0], [2.0, 2.0, 2.0]]",1938,3315,95
"[[15.0, 20.0, 10.0], [7.0, 9.0, 9.0], [12.0, 13.0, 5.0]]",1938,2376,1034
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [20.0, 10.0, 10.0]]",1937,2675,736
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [20.0, 10.0, 10.0]]",1937,2675,736
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [20.0, 10.0, 10.0]]",1937,2675,736
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [20.0, 10.0, 10.0]]",1937,2675,736
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [20.0, 10.0, 10.0]]",1937,2675,736
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [20.0, 10.0, 10.0]]",1937,2675,736
"[[9.0, 14.0, 14.0], [9.0, 9.0, 9.0], [13.0, 14.0, 9.0]]",1936,3251,161
"[[10.0, 10.0, 15.0], [10.0, 10.0, 15.0], [10.0, 10.0, 10.0]]",1936,3166,246
"[[16.0, 10.0, 15.0], [10.0, 0.0, 7.0], [16.0, 10.0, 16.0]]",1928,2913,507
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[20.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1927,2588,833
"[[10.0, 10.0, 10.0], [10.0, 10.0, 15.0], [10.0, 15.0, 10.0]]",1926,3218,204
"[[36.0, 16.0, 16.0], [16.0, 16.0, 0.0], [0.0, 0.0, 0.0]]",1925,3085,338
"[[10.0, 10.0, 15.0], [15.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1924,3174,250
"[[5.0, 5.0, 5.0], [5.0, 5.0, 5.0], [10.0, 5.0, 55.0]]",1923,3330,95
"[[13.0, 8.0, 1.0], [2.0, 9.0, 15.0], [25.0, 0.0, 27.0]]",1922,2880,546
"[[4.0, 1.0, 15.0], [1.0, 50.0, 1.0], [25.0, 1.0, 1.0]]",1922,3117,309
"[[9.0, 10.0, 11.0], [13.0, 14.0, 15.0], [9.0, 10.0, 9.0]]",1922,3168,258
"[[2.0, 3.0, 5.0], [21.0, 13.0, 8.0], [34.0, 14.0, 0.0]]",1921,2474,953
"[[11.0, 11.0, 11.0], [11.0, 11.0, 11.0], [11.0, 11.0, 8.0]]",1921,3323,104
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[0.0, 0.0, 19.0], [9.0, 18.0, 18.0], [18.0, 9.0, 9.0]]",1918,3044,386
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 20.0]]",1918,2690,740
"[[42.0, 21.0, 9.0], [16.0, 0.0, 6.0], [1.0, 2.0, 3.0]]",1917,2908,523
"[[10.0, 10.0, 10.0], [10.0, 15.0, 10.0], [10.0, 15.0, 10.0]]",1916,3142,290
"[[8.0, 13.0, 14.0], [9.0, 12.0, 15.0], [10.0, 11.0, 8.0]]",1915,2670,763
"[[35.0, 20.0, 1.0], [30.0, 10.0, 1.0], [1.0, 1.0, 1.0]]",1910,3112,326
"[[10.0, 10.0, 10.0], [15.0, 10.0, 10.0], [10.0, 15.0, 10.0]]",1909,3216,223
"[[40.0, 20.0, 8.0], [12.0, 10.0, 4.0], [3.0, 2.0, 1.0]]",1908,2912,528
"[[10.0, 15.0, 10.0], [10.0, 15.0, 10.0], [10.0, 10.0, 10.0]]",1907,3141,300
"[[10.0, 10.0, 10.0], [25.0, 25.0, 20.0], [0.0, 0.0, 0.0]]",1907,2515,926
"[[10.0, 15.0, 10.0], [10.0, 15.0, 10.0], [10.0, 10.0, 10.0]]",1907,3141,300
"[[20.0, 5.0, 15.0], [10.0, 20.0, 10.0], [0.0, 20.0, 0.0]]",1904,2656,788
"[[15.0, 10.0, 15.0], [10.0, 0.0, 10.0], [15.0, 10.0, 15.0]]",1904,3064,380
"[[12.0, 9.0, 9.0], [8.0, 10.0, 14.0], [20.0, 9.0, 9.0]]",1904,2848,596
"[[10.0, 10.0, 15.0], [10.0, 10.0, 10.0], [10.0, 15.0, 10.0]]",1903,3190,255
"[[25.0, 0.0, 20.0], [0.0, 25.0, 0.0], [5.0, 0.0, 25.0]]",1902,2792,654
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 20.0, 10.0]]",1901,2606,841
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 20.0, 10.0]]",1901,2606,841
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 20.0, 10.0]]",1901,2606,841
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 20.0, 10.0]]",1901,2606,841
"[[26.0, 26.0, 20.0], [15.0, 13.0, 0.0], [0.0, 0.0, 0.0]]",1901,2602,845
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 20.0, 10.0]]",1901,2606,841
"[[30.0, 1.0, 1.0], [1.0, 1.0, 1.0], [32.0, 32.0, 1.0]]",1900,3124,324
"[[15.0, 10.0, 10.0], [15.0, 10.0, 10.0], [15.0, 5.0, 10.0]]",1900,3064,384
"[[7.0, 8.0, 9.0], [10.0, 11.0, 12.0], [13.0, 14.0, 16.0]]",1900,2744,704
"[[7.0, 8.0, 9.0], [10.0, 11.0, 12.0], [13.0, 14.0, 16.0]]",1900,2744,704
"[[0.0, 20.0, 0.0], [20.0, 10.0, 20.0], [0.0, 20.0, 10.0]]",1900,2340,1108
"[[7.0, 8.0, 9.0], [10.0, 11.0, 12.0], [13.0, 14.0, 16.0]]",1900,2744,704
"[[11.0, 11.0, 11.0], [0.0, 0.0, 34.0], [11.0, 11.0, 11.0]]",1897,3043,408
"[[10.0, 10.0, 10.0], [7.0, 10.0, 15.0], [10.0, 13.0, 15.0]]",1895,3126,327
"[[14.0, 13.0, 10.0], [8.0, 9.0, 9.0], [10.0, 13.0, 14.0]]",1893,3265,190
"[[10.0, 10.0, 10.0], [10.0, 10.0, 20.0], [10.0, 10.0, 10.0]]",1893,2614,841
"[[10.0, 10.0, 10.0], [10.0, 10.0, 20.0], [10.0, 10.0, 10.0]]",1893,2614,841
"[[20.0, 15.0, 0.0], [0.0, 30.0, 15.0], [0.0, 0.0, 20.0]]",1891,2489,968
"[[1.0, 20.0, 3.0], [40.0, 1.0, 13.0], [1.0, 20.0, 1.0]]",1890,2902,556
"[[1.0, 1.0, 1.0], [1.0, 2.0, 1.0], [31.0, 31.0, 31.0]]",1889,3163,296
"[[14.0, 10.0, 10.0], [10.0, 10.0, 14.0], [10.0, 14.0, 8.0]]",1888,3236,224
"[[9.0, 10.0, 9.0], [15.0, 15.0, 15.0], [9.0, 9.0, 9.0]]",1887,3238,223
"[[14.0, 13.0, 12.0], [11.0, 10.0, 9.0], [8.0, 7.0, 16.0]]",1885,2690,773
"[[10.0, 10.0, 10.0], [10.0, 10.0, 15.0], [10.0, 10.0, 15.0]]",1884,3188,276
"[[10.0, 15.0, 14.0], [12.0, 10.0, 11.0], [10.0, 9.0, 9.0]]",1884,3175,289
"[[0.0, 10.0, 10.0], [10.0, 15.0, 15.0], [10.0, 15.0, 15.0]]",1884,3100,364
"[[24.0, 24.0, 24.0], [24.0, 4.0, 0.0], [0.0, 0.0, 0.0]]",1883,2958,507
"[[24.0, 24.0, 24.0], [24.0, 4.0, 0.0], [0.0, 0.0, 0.0]]",1883,2958,507
"[[2.0, 20.0, 0.0], [20.0, 36.0, 0.0], [20.0, 0.0, 2.0]]",1882,2714,752
"[[5.0, 5.0, 5.0], [5.0, 5.0, 5.0], [5.0, 5.0, 60.0]]",1879,3388,81
"[[27.0, 18.0, 9.0], [18.0, 9.0, 5.0], [9.0, 5.0, 0.0]]",1878,2840,630
"[[0.0, 17.0, 16.0], [17.0, 0.0, 0.0], [15.0, 17.0, 0.0]]",1876,3126,346
"[[10.0, 15.0, 10.0], [10.0, 10.0, 15.0], [15.0, 0.0, 15.0]]",1876,3136,336
"[[9.0, 9.0, 9.0], [9.0, 9.0, 14.0], [13.0, 14.0, 14.0]]",1874,3352,122
"[[1.0, 3.0, 10.0], [13.0, 15.0, 11.0], [20.0, 17.0, 5.0]]",1874,2041,1433
"[[15.0, 10.0, 10.0], [15.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1874,3180,294
"[[10.0, 0.0, 5.0], [20.0, 35.0, 10.0], [10.0, 0.0, 10.0]]",1872,2806,670
"[[1.0, 2.0, 2.0], [51.0, 4.0, 10.0], [10.0, 10.0, 10.0]]",1871,3191,286
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 15.0, 15.0]]",1870,3200,278
"[[10.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 15.0, 15.0]]",1870,3200,278
"[[0.0, 0.0, 0.0], [0.0, 30.0, 30.0], [15.0, 15.0, 10.0]]",1866,2884,598
"[[10.0, 10.0, 10.0], [15.0, 10.0, 10.0], [10.0, 10.0, 15.0]]",1862,3190,296
"[[12.0, 12.0, 12.0], [12.0, 12.0, 12.0], [13.0, 0.0, 2.0]]",1861,3140,347
"[[0.0, 4.0, 8.0], [16.0, 0.0, 32.0], [30.0, 8.0, 2.0]]",1859,2727,762
"[[15.0, 10.0, 11.0], [15.0, 10.0, 0.0], [10.0, 14.0, 15.0]]",1858,2733,757
"[[14.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 16.0]]",1854,3212,282
"[[14.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 16.0]]",1854,3212,282
"[[15.0, 15.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1853,3219,276
"[[15.0, 15.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1853,3219,276
"[[17.0, 37.0, 2.0], [24.0, 4.0, 0.0], [8.0, 0.0, 8.0]]",1853,3030,465
"[[15.0, 15.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1853,3219,276
"[[15.0, 15.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1853,3219,276
"[[15.0, 15.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1853,3219,276
"[[15.0, 15.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1853,3219,276
"[[15.0, 15.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 10.0]]",1853,3219,276
"[[20.0, 0.0, 25.0], [0.0, 25.0, 0.0], [10.0, 0.0, 20.0]]",1852,2620,876
"[[9.0, 9.0, 10.0], [11.0, 12.0, 9.0], [13.0, 15.0, 12.0]]",1851,2938,559
"[[8.0, 8.0, 9.0], [10.0, 11.0, 12.0], [13.0, 14.0, 15.0]]",1851,2799,698
"[[8.0, 8.0, 9.0], [10.0, 11.0, 12.0], [13.0, 14.0, 15.0]]",1851,2799,698
"[[8.0, 8.0, 9.0], [10.0, 11.0, 12.0], [13.0, 14.0, 15.0]]",1851,2799,698
"[[11.0, 22.0, 22.0], [22.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",1851,3059,438
"[[9.0, 18.0, 9.0], [9.0, 18.0, 9.0], [1.0, 18.0, 9.0]]",1849,3191,308
"[[10.0, 10.0, 10.0], [10.0, 55.0, 1.0], [1.0, 1.0, 2.0]]",1848,3223,277
"[[15.0, 14.0, 13.0], [12.0, 11.0, 10.0], [9.0, 8.0, 8.0]]",1847,2740,761
"[[15.0, 14.0, 13.0], [12.0, 11.0, 10.0], [9.0, 8.0, 8.0]]",1847,2740,761
"[[0.0, 1.0, 2.0], [4.0, 8.0, 16.0], [32.0, 16.0, 21.0]]",1847,2915,586
"[[15.0, 14.0, 13.0], [12.0, 11.0, 10.0], [9.0, 8.0, 8.0]]",1847,2740,761
"[[15.0, 10.0, 10.0], [10.0, 10.0, 10.0], [10.0, 10.0, 15.0]]",1846,3228,274
"[[10.0, 10.0, 10.0], [0.0, 10.0, 10.0], [20.0, 20.0, 10.0]]",1846,2602,900
"[[30.0, 2.0, 0.0], [2.0, 3.0, 30.0], [30.0, 0.0, 3.0]]",1844,2740,764
"[[11.0, 15.0, 5.0], [16.0, 0.0, 16.0], [16.0, 5.0, 5.0]]",1841,2694,813
"[[20.0, 15.0, 10.0], [20.0, 0.0, 10.0], [5.0, 20.0, 0.0]]",1841,2058,1449
"[[20.0, 10.0, 0.0], [20.0, 20.0, 0.0], [20.0, 10.0, 0.0]]",1840,2281,1227
"[[2.0, 12.0, 20.0], [43.0, 1.0, 1.0], [1.0, 17.0, 3.0]]",1840,2819,689
"[[0.0, 10.0, 10.0], [19.0, 10.0, 11.0], [20.0, 10.0, 10.0]]",1837,2793,718
"[[15.0, 9.0, 12.0], [10.0, 11.0, 8.0], [14.0, 8.0, 13.0]]",1836,2812,700
"[[9.0, 9.0, 9.0], [9.0, 9.0, 9.0], [15.0, 15.0, 16.0]]",1835,3309,204
"[[7.0, 37.0, 14.0], [10.0, 3.0, 4.0], [0.0, 2.0, 23.0]]",1833,2771,744
"[[1.0, 1.0, 1.0], [1.0, 1.0, 1.0], [31.0, 32.0, 31.0]]",1830,3269,249
"[[25.0, 25.0, 0.0], [0.0, 0.0, 0.0], [10.0, 20.0, 20.0]]",1830,2534,984
"[[15.0, 15.0, 10.0], [15.0, 15.0, 10.0], [10.0, 10.0, 0.0]]",1828,3130,390
"[[30.0, 10.0, 15.0], [5.0, 15.0, 5.0], [15.0, 0.0, 5.0]]",1826,2679,843
"[[3.0, 1.0, 3.0], [14.0, 8.0, 47.0], [3.0, 9.0, 12.0]]",1825,3254,269
"[[15.0, 10.0, 7.0], [5.0, 3.0, 1.0], [0.0, 36.0, 23.0]]",1824,2850,674
"[[15.0, 10.0, 7.0], [5.0, 3.0, 1.0], [0.0, 36.0, 23.0]]",1824,2850,674
